,movieId,userId,tag,timestamp,Date,Month_Year
63058,1017,88738,based on a book,1207044102,2008-04-01 10:01:42,04/2008
63061,1019,88738,based on a book,1231680304,2009-01-11 13:25:04,01/2009
63089,1028,88738,based on a book,1246750263,2009-07-04 23:31:03,07/2009
63100,1032,88738,based on a book,1162262254,2006-10-31 02:37:34,10/2006
63116,1036,88738,based on a book,1246576691,2009-07-02 23:18:11,07/2009
63135,1073,88738,based on a book,1162261790,2006-10-31 02:29:50,10/2006
63142,1080,88738,based on a book,1244771181,2009-06-12 01:46:21,06/2009
63204,1096,88738,based on a book,1220270316,2008-09-01 11:58:36,09/2008
63209,1099,88738,based on a book,1257901800,2009-11-11 01:10:00,11/2009
63266,1161,88738,based on a book,1248151993,2009-07-21 04:53:13,07/2009
63288,1178,88738,based on a book,1217770750,2008-08-03 13:39:10,08/2008
63295,1179,88738,based on a book,1245743330,2009-06-23 07:48:50,06/2009
63299,1183,88738,based on a book,1247103261,2009-07-09 01:34:21,07/2009
63320,1193,88738,based on a book,1205303463,2008-03-12 06:31:03,03/2008
63333,1197,88738,based on a book,1246446630,2009-07-01 11:10:30,07/2009
63383,1206,88738,based on a book,1162261432,2006-10-31 02:23:52,10/2006
63392,1207,88738,based on a book,1248261923,2009-07-22 11:25:23,07/2009
63401,1208,88738,based on a book,1162262618,2006-10-31 02:43:38,10/2006
63420,1212,88738,based on a book,1247103491,2009-07-09 01:38:11,07/2009
63424,1213,88738,based on a book,1205293518,2008-03-12 03:45:18,03/2008
63499,1232,88738,based on a book,1245286718,2009-06-18 00:58:38,06/2009
63530,1242,88738,based on a book,1246390979,2009-06-30 19:42:59,06/2009
63572,1250,88738,based on a book,1229309384,2008-12-15 02:49:44,12/2008
63589,1258,88738,based on a book,1244892516,2009-06-13 11:28:36,06/2009
63598,1259,88738,based on a book,1197785757,2007-12-16 06:15:57,12/2007
63621,1267,88738,based on a book,1218252762,2008-08-09 03:32:42,08/2008
63648,1271,88738,based on a book,1247584885,2009-07-14 15:21:25,07/2009
63683,1284,88738,based on a book,1208404755,2008-04-17 03:59:15,04/2008
63690,1286,88738,based on a book,1245396336,2009-06-19 07:25:36,06/2009
63718,1295,88738,based on a book,1212189099,2008-05-30 23:11:39,05/2008
63738,1303,88738,based on a book,1369992304,2013-05-31 09:25:04,05/2013
63761,1339,88738,based on a book,1207396314,2008-04-05 11:51:54,04/2008
63770,1345,88738,based on a book,1193547326,2007-10-28 04:55:26,10/2007
63782,1350,88738,based on a book,1233483892,2009-02-01 10:24:52,02/2009
63812,1367,88738,based on a book,1280556399,2010-07-31 06:06:39,07/2010
63854,1377,88738,comic book,1246578532,2009-07-02 23:48:52,07/2009
63886,1389,88738,based on a book,1245396464,2009-06-19 07:27:44,06/2009
63952,1480,88738,based on a book,1255064681,2009-10-09 05:04:41,10/2009
63953,1483,88738,based on a book,1211422483,2008-05-22 02:14:43,05/2008
63991,1544,88738,based on a book,1244927485,2009-06-13 21:11:25,06/2009
64000,1562,88738,comic book,1246580140,2009-07-03 00:15:40,07/2009
64012,1580,88738,comic book,1246580514,2009-07-03 00:21:54,07/2009
64016,1584,88738,based on a book,1242204104,2009-05-13 08:41:44,05/2009
64046,1591,88738,comic book,1246581310,2009-07-03 00:35:10,07/2009
64053,1610,88738,based on a book,1197717364,2007-12-15 11:16:04,12/2007
64063,1619,88738,based on a book,1249049073,2009-07-31 14:04:33,07/2009
64071,1620,88738,based on a book,1197784803,2007-12-16 06:00:03,12/2007
64073,1635,88738,based on a book,1320985371,2011-11-11 04:22:51,11/2011
64104,1672,88738,based on a book,1162264285,2006-10-31 03:11:25,10/2006
64120,1676,88738,based on a book,1273486548,2010-05-10 10:15:48,05/2010
64128,1678,88738,based on a book,1214193496,2008-06-23 03:58:16,06/2008
64173,1719,88738,based on a book,1218620290,2008-08-13 09:38:10,08/2008
64190,1726,88738,based on a book,1220073834,2008-08-30 05:23:54,08/2008
64193,1729,88738,based on a book,1420191525,2015-01-02 09:38:45,01/2015
64207,1735,88738,based on a book,1207666259,2008-04-08 14:50:59,04/2008
64209,1747,88738,based on a book,1245500721,2009-06-20 12:25:21,06/2009
64236,1779,88738,based on a book,1162264537,2006-10-31 03:15:37,10/2006
64252,1810,88738,based on a book,1245049758,2009-06-15 07:09:18,06/2009
64268,1873,88738,based on a book,1248167281,2009-07-21 09:08:01,07/2009
64278,1884,88738,based on a book,1351240891,2012-10-26 08:41:31,10/2012
64311,1912,88738,based on a book,1246888984,2009-07-06 14:03:04,07/2009
64312,1912,88738,based on book,1420191548,2015-01-02 09:39:08,01/2015
64349,1927,88738,based on a book,1227823798,2008-11-27 22:09:58,11/2008
64364,1951,88738,based on a book,1246400173,2009-06-30 22:16:13,06/2009
64380,1959,88738,based on a book,1244292660,2009-06-06 12:51:00,06/2009
64427,1997,88738,based on a book,1222481573,2008-09-27 02:12:53,09/2008
64447,2010,88738,based on a book,1232164150,2009-01-17 03:49:10,01/2009
64474,2020,88738,based on a book,1248262355,2009-07-22 11:32:35,07/2009
64478,2021,88738,based on a book,1162264759,2006-10-31 03:19:19,10/2006
64481,2022,88738,based on a book,1206248841,2008-03-23 05:07:21,03/2008
64492,2025,88738,based on a book,1245736484,2009-06-23 05:54:44,06/2009
64512,2059,88738,based on a book,1245498356,2009-06-20 11:45:56,06/2009
64523,2067,88738,based on a book,1197710245,2007-12-15 09:17:25,12/2007
64530,2078,88738,based on a book,1244971498,2009-06-14 09:24:58,06/2009
64552,2083,88738,based on a book,1197788066,2007-12-16 06:54:26,12/2007
64575,2094,88738,comic book,1246579865,2009-07-03 00:11:05,07/2009
64591,2114,88738,based on a book,1212236913,2008-05-31 12:28:33,05/2008
64595,2116,88738,based on a book,1162261568,2006-10-31 02:26:08,10/2006
64597,2117,88738,based on a book,1162261942,2006-10-31 02:32:22,10/2006
64604,2118,88738,based on a book,1162262823,2006-10-31 02:47:03,10/2006
64607,2120,88738,based on a book,1162262730,2006-10-31 02:45:30,10/2006
64608,2121,88738,based on a book,1394187524,2014-03-07 10:18:44,03/2014
64611,2122,88738,based on a book,1369992530,2013-05-31 09:28:50,05/2013
64629,2137,88738,based on a book,1247211718,2009-07-10 07:41:58,07/2009
64635,2138,88738,based on a book,1245285332,2009-06-18 00:35:32,06/2009
64640,2139,88738,based on a book,1206246947,2008-03-23 04:35:47,03/2008
64666,2160,88738,based on a book,1209542801,2008-04-30 08:06:41,04/2008
64667,2161,88738,based on a book,1204199200,2008-02-28 11:46:40,02/2008
64670,2167,88738,comic book,1246581425,2009-07-03 00:37:05,07/2009
64749,2288,88738,based on a book,1245399059,2009-06-19 08:10:59,06/2009
64755,2289,88738,based on a book,1244290472,2009-06-06 12:14:32,06/2009
64768,2297,88738,based on a book,1207569251,2008-04-07 11:54:11,04/2008
64791,2311,88738,based on a book,1240889324,2009-04-28 03:28:44,04/2009
64797,2313,88738,based on a book,1246446205,2009-07-01 11:03:25,07/2009
64811,2320,88738,based on a book,1245056393,2009-06-15 08:59:53,06/2009
64909,2394,88738,based on a book,1246760157,2009-07-05 02:15:57,07/2009
64957,2424,88738,bookshop,1245537713,2009-06-20 22:41:53,06/2009
64962,2427,88738,based on a book,1220750423,2008-09-07 01:20:23,09/2008
64974,2433,88738,based on a book,1245289888,2009-06-18 01:51:28,06/2009
64991,2467,88738,based on a book,1196646378,2007-12-03 01:46:18,12/2007
64998,2474,88738,based on a book,1245388013,2009-06-19 05:06:53,06/2009
65004,2497,88738,based on a book,1247216308,2009-07-10 08:58:28,07/2009
65023,2517,88738,based on a book,1209679187,2008-05-01 21:59:47,05/2008
65031,2529,88738,based on a book,1211516372,2008-05-23 04:19:32,05/2008
65038,2541,88738,based on a book,1247047185,2009-07-08 09:59:45,07/2009
65051,2550,88738,based on a book,1264916767,2010-01-31 05:46:07,01/2010
65056,2551,88738,based on a book,1207380825,2008-04-05 07:33:45,04/2008
65116,2616,88738,comic book,1386593565,2013-12-09 12:52:45,12/2013
65130,2640,88738,comic book,1246578107,2009-07-02 23:41:47,07/2009
65143,2642,88738,comic book,1246578157,2009-07-02 23:42:37,07/2009
65149,2643,88738,comic book,1246580897,2009-07-03 00:28:17,07/2009
65155,2644,88738,based on a book,1246444813,2009-07-01 10:40:13,07/2009
65158,2648,88738,based on a book,1207379654,2008-04-05 07:14:14,04/2008
65168,2662,88738,based on a book,1196562521,2007-12-02 02:28:41,12/2007
65175,2668,88738,comic book,1256961699,2009-10-31 04:01:39,10/2009
65196,2688,88738,based on a book,1246668018,2009-07-04 00:40:18,07/2009
65262,2728,88738,based on a book,1233919326,2009-02-06 11:22:06,02/2009
65267,2729,88738,based on a book,1244974663,2009-06-14 10:17:43,06/2009
65274,2732,88738,based on a book,1232938169,2009-01-26 02:49:29,01/2009
65276,2734,88738,based on a book,1248861126,2009-07-29 09:52:06,07/2009
65297,2761,88738,based on a book,1208233383,2008-04-15 04:23:03,04/2008
65335,2803,88738,based on a book,1245569358,2009-06-21 07:29:18,06/2009
65340,2804,88738,based on a book,1198565440,2007-12-25 06:50:40,12/2007
65344,2819,88738,based on a book,1226826284,2008-11-16 09:04:44,11/2008
65348,2826,88738,based on a book,1404857609,2014-07-08 22:13:29,07/2014
65354,2841,88738,based on a book,1245396601,2009-06-19 07:30:01,06/2009
65384,2872,88738,based on a book,1246582178,2009-07-03 00:49:38,07/2009
65420,2916,88738,based on a book,1369992520,2013-05-31 09:28:40,05/2013
65461,2950,88738,based on a book,1210561491,2008-05-12 03:04:51,05/2008
65469,2959,88738,based on a book,1162261845,2006-10-31 02:30:45,10/2006
65530,3005,88738,based on a book,1226742942,2008-11-15 09:55:42,11/2008
65540,3018,88738,based on a book,1369992456,2013-05-31 09:27:36,05/2013
65561,3032,88738,based on a book,1244972975,2009-06-14 09:49:35,06/2009
65600,3060,88738,based on a book,1242769853,2009-05-19 21:50:53,05/2009
65605,3068,88738,based on a book,1232937508,2009-01-26 02:38:28,01/2009
65635,3095,88738,based on a book,1197708523,2007-12-15 08:48:43,12/2007
65646,3105,88738,based on a book,1201662889,2008-01-30 03:14:49,01/2008
65659,3147,88738,based on a book,1245223695,2009-06-17 07:28:15,06/2009
65664,3148,88738,based on a book,1247210961,2009-07-10 07:29:21,07/2009
65673,3155,88738,based on a book,1246576506,2009-07-02 23:15:06,07/2009
65679,3157,88738,based on a book,1196518900,2007-12-01 14:21:40,12/2007
65697,3176,88738,based on a book,1245741906,2009-06-23 07:25:06,06/2009
65701,3179,88738,based on a book,1246576470,2009-07-02 23:14:30,07/2009
65722,3213,88738,comic book,1246578870,2009-07-02 23:54:30,07/2009
65771,3256,88738,based on a book,1210468376,2008-05-11 01:12:56,05/2008
65789,3271,88738,based on a book,1197708220,2007-12-15 08:43:40,12/2007
65829,3317,88738,based on a book,1244970778,2009-06-14 09:12:58,06/2009
65838,3355,88738,books,1341627514,2012-07-07 02:18:34,07/2012
65906,3435,88738,based on a book,1208405984,2008-04-17 04:19:44,04/2008
65914,3439,88738,comic book,1246981841,2009-07-07 15:50:41,07/2009
65936,3461,88738,based on a book,1207896545,2008-04-11 06:49:05,04/2008
65971,3481,88738,based on a book,1198811759,2007-12-28 03:15:59,12/2007
65985,3499,88738,based on a book,1211521283,2008-05-23 05:41:23,05/2008
65989,3503,88738,based on a book,1162262038,2006-10-31 02:33:58,10/2006
66016,3528,88738,based on a book,1210250626,2008-05-08 12:43:46,05/2008
66021,3535,88738,based on a book,1245832814,2009-06-24 08:40:14,06/2009
66028,3545,88738,based on a book,1245376099,2009-06-19 01:48:19,06/2009
66049,3556,88738,based on a book,1245844768,2009-06-24 11:59:28,06/2009
66118,3698,88738,based on a book,1197806785,2007-12-16 12:06:25,12/2007
66207,3793,88738,comic book,1246578490,2009-07-02 23:48:10,07/2009
66213,3801,88738,based on a book,1245452209,2009-06-19 22:56:49,06/2009
66268,3932,88738,based on a book,1196562617,2007-12-02 02:30:17,12/2007
66271,3949,88738,based on a book,1246582053,2009-07-03 00:47:33,07/2009
66279,3959,88738,based on a book,1196562465,2007-12-02 02:27:45,12/2007
66308,3988,88738,based on a book,1342402326,2012-07-16 01:32:06,07/2012
66343,4014,88738,based on a book,1246446364,2009-07-01 11:06:04,07/2009
66371,4029,88738,based on a book,1232936766,2009-01-26 02:26:06,01/2009
66398,4047,88738,based on a book,1245829963,2009-06-24 07:52:43,06/2009
66409,4103,88738,based on a book,1387767938,2013-12-23 03:05:38,12/2013
66427,4148,88738,based on a book,1232936694,2009-01-26 02:24:54,01/2009
66433,4210,88738,based on a book,1246746601,2009-07-04 22:30:01,07/2009
66459,4234,88738,based on a book,1248165381,2009-07-21 08:36:21,07/2009
66468,4238,88738,based on a book,1221427216,2008-09-14 21:20:16,09/2008
66472,4246,88738,based on a book,1162262572,2006-10-31 02:42:52,10/2006
66483,4280,88738,based on a book,1209785077,2008-05-03 03:24:37,05/2008
66488,4306,88738,based on a book,1246749335,2009-07-04 23:15:35,07/2009
66574,4553,88738,based on a book,1369992327,2013-05-31 09:25:27,05/2013
66598,4642,88738,based on a book,1206924880,2008-03-31 00:54:40,03/2008
66624,4713,88738,based on a book,1247210727,2009-07-10 07:25:27,07/2009
66670,4865,88738,comic book,1246578785,2009-07-02 23:53:05,07/2009
66711,4896,88738,based on a book,1162261469,2006-10-31 02:24:29,10/2006
66753,4993,88738,based on a book,1162261598,2006-10-31 02:26:38,10/2006
66813,5060,88738,based on a book,1245496769,2009-06-20 11:19:29,06/2009
66820,5064,88738,based on a book,1246490252,2009-07-01 23:17:32,07/2009
66829,5072,88738,comic book,1310110038,2011-07-08 07:27:18,07/2011
66851,5171,88738,based on a book,1196562091,2007-12-02 02:21:31,12/2007
66873,5254,88738,comic book,1246581440,2009-07-03 00:37:20,07/2009
66904,5349,88738,comic book,1246579906,2009-07-03 00:11:46,07/2009
66915,5377,88738,based on a book,1246582126,2009-07-03 00:48:46,07/2009
66928,5400,88738,based on a book,1348825710,2012-09-28 09:48:30,09/2012
66933,5418,88738,based on a book,1245409450,2009-06-19 11:04:10,06/2009
66947,5445,88738,based on a book,1162261455,2006-10-31 02:24:15,10/2006
67034,5782,88738,based on a book,1246585419,2009-07-03 01:43:39,07/2009
67074,5816,88738,based on a book,1162261487,2006-10-31 02:24:47,10/2006
67083,5876,88738,based on a book,1387321388,2013-12-17 23:03:08,12/2013
67087,5881,88738,based on a book,1162262650,2006-10-31 02:44:10,10/2006
67090,5902,88738,based on a book,1197807612,2007-12-16 12:20:12,12/2007
67115,5945,88738,based on a book,1245151552,2009-06-16 11:25:52,06/2009
67120,5952,88738,based on a book,1162261581,2006-10-31 02:26:21,10/2006
67142,5989,88738,based on a book,1244946193,2009-06-14 02:23:13,06/2009
67169,6003,88738,based on a book,1207213865,2008-04-03 09:11:05,04/2008
67171,6016,88738,based on a book,1198027543,2007-12-19 01:25:43,12/2007
67189,6157,88738,comic book,1246581249,2009-07-03 00:34:09,07/2009
67212,6250,88738,based on a book,1244884110,2009-06-13 09:08:30,06/2009
67229,6297,88738,based on a book,1162262458,2006-10-31 02:40:58,10/2006
67233,6303,88738,based on a book,1162264458,2006-10-31 03:14:18,10/2006
67235,6305,88738,based on a book,1162262768,2006-10-31 02:46:08,10/2006
67250,6333,88738,comic book,1246580322,2009-07-03 00:18:42,07/2009
67293,6534,88738,comic book,1246579170,2009-07-02 23:59:30,07/2009
67317,6541,88738,comic book,1246586737,2009-07-03 02:05:37,07/2009
67359,6620,88738,comic books,1246578045,2009-07-02 23:40:45,07/2009
67361,6708,88738,based on a book,1198578969,2007-12-25 10:36:09,12/2007
67388,6787,88738,based on a book,1246576406,2009-07-02 23:13:26,07/2009
67416,6870,88738,based on a book,1219722725,2008-08-26 03:52:05,08/2008
67434,6879,88738,based on a book,1162264391,2006-10-31 03:13:11,10/2006
67471,6947,88738,based on a book,1197797574,2007-12-16 09:32:54,12/2007
67498,7022,88738,based on a book,1254713123,2009-10-05 03:25:23,10/2009
67508,7044,88738,based on a book,1226287251,2008-11-10 03:20:51,11/2008
67510,7046,88738,based on a book,1241239880,2009-05-02 04:51:20,05/2009
67527,7147,88738,based on a book,1245224178,2009-06-17 07:36:18,06/2009
67539,7151,88738,based on a book,1245053147,2009-06-15 08:05:47,06/2009
67543,7153,88738,based on a book,1162261589,2006-10-31 02:26:29,10/2006
67566,7158,88738,based on a book,1206247940,2008-03-23 04:52:20,03/2008
67575,7162,88738,based on a book,1216438818,2008-07-19 03:40:18,07/2008
67578,7163,88738,based on a book,1162261459,2006-10-31 02:24:19,10/2006
67605,7318,88738,based on a book,1242204134,2009-05-13 08:42:14,05/2009
67629,7347,88738,based on a book,1246599418,2009-07-03 05:36:58,07/2009
67651,7373,88738,comic book,1246580981,2009-07-03 00:29:41,07/2009
67656,7386,88738,based on a book,1244769597,2009-06-12 01:19:57,06/2009
67670,7439,88738,comic book,1246580455,2009-07-03 00:20:55,07/2009
67677,7451,88738,based on a book,1318917732,2011-10-18 06:02:12,10/2011
67693,7502,88738,based on a book,1247886127,2009-07-18 03:02:07,07/2009
67704,7669,88738,based on a book,1246690969,2009-07-04 07:02:49,07/2009
67711,7842,88738,based on a book,1216590201,2008-07-20 21:43:21,07/2008
67729,8360,88738,based on a book,1308034645,2011-06-14 06:57:25,06/2011
67760,8368,88738,based on a book,1196516358,2007-12-01 13:39:18,12/2007
67808,8636,88738,comic book,1246578657,2009-07-02 23:50:57,07/2009
67828,8644,88738,based on a book,1241409521,2009-05-04 03:58:41,05/2009
67842,8665,88738,based on a book,1246577890,2009-07-02 23:38:10,07/2009
67848,8781,88738,based on a book,1218252982,2008-08-09 03:36:22,08/2008
67889,8873,88738,based on a book,1245536951,2009-06-20 22:29:11,06/2009
67922,8949,88738,based on a book,1246267421,2009-06-29 09:23:41,06/2009
67955,8965,88738,based on a book,1344757370,2012-08-12 07:42:50,08/2012
67999,8985,88738,comic book,1246581471,2009-07-03 00:37:51,07/2009
68016,27706,88738,based on a book,1246751175,2009-07-04 23:46:15,07/2009
68044,27904,88738,based on a book,1162262006,2006-10-31 02:33:26,10/2006
68064,30793,88738,based on a book,1162261756,2006-10-31 02:29:16,10/2006
68092,31658,88738,based on a book,1244405094,2009-06-07 20:04:54,06/2009
68095,31696,88738,comic book,1249667826,2009-08-07 17:57:06,08/2009
68110,32587,88738,comic book,1246578285,2009-07-02 23:44:45,07/2009
68124,33004,88738,based on a book,1162261905,2006-10-31 02:31:45,10/2006
68175,34048,88738,based on a book,1197723868,2007-12-15 13:04:28,12/2007
68187,34150,88738,comic book,1246580954,2009-07-03 00:29:14,07/2009
68224,36517,88738,based on a book,1245226078,2009-06-17 08:07:58,06/2009
68254,37733,88738,comic book,1246578555,2009-07-02 23:49:15,07/2009
68267,38061,88738,based on a book,1251062408,2009-08-23 21:20:08,08/2009
68277,39183,88738,based on a book,1369992253,2013-05-31 09:24:13,05/2013
68303,40278,88738,based on a book,1204199735,2008-02-28 11:55:35,02/2008
68306,40583,88738,based on a book,1328693695,2012-02-08 09:34:55,02/2012
68316,40629,88738,based on a book,1162636878,2006-11-04 10:41:18,11/2006
68321,40815,88738,based on a book,1162261475,2006-10-31 02:24:35,10/2006
68342,41566,88738,based on a book,1246931559,2009-07-07 01:52:39,07/2009
68357,41571,88738,based on a book,1245057598,2009-06-15 09:19:58,06/2009
68393,44191,88738,comic book,1246580350,2009-07-03 00:19:10,07/2009
68412,44195,88738,based on a book,1245239272,2009-06-17 11:47:52,06/2009
68462,45447,88738,based on a book,1264414291,2010-01-25 10:11:31,01/2010
68470,45499,88738,comic book,1297514200,2011-02-12 12:36:40,02/2011
68485,45720,88738,based on a book,1247208767,2009-07-10 06:52:47,07/2009
68506,46530,88738,comic book,1246754995,2009-07-05 00:49:55,07/2009
68597,48738,88738,based on a book,1197803309,2007-12-16 11:08:29,12/2007
68603,48774,88738,based on a book,1245391897,2009-06-19 06:11:37,06/2009
68615,48780,88738,based on a book,1162264805,2006-10-31 03:20:05,10/2006
68634,48997,88738,based on a book,1320294619,2011-11-03 04:30:19,11/2011
68674,51077,88738,comic book,1246580761,2009-07-03 00:26:01,07/2009
68684,51662,88738,comic book,1246580197,2009-07-03 00:16:37,07/2009
68692,51935,88738,based on a book,1207472323,2008-04-06 08:58:43,04/2008
68707,52435,88738,based on a book,1227454008,2008-11-23 15:26:48,11/2008
68718,52722,88738,comic book,1246578418,2009-07-02 23:46:58,07/2009
68757,53464,88738,comic book,1246579987,2009-07-03 00:13:07,07/2009
68767,53953,88738,based on a book,1369992446,2013-05-31 09:27:26,05/2013
68774,53996,88738,comic book,1246580538,2009-07-03 00:22:18,07/2009
68778,54001,88738,based on a book,1290063988,2010-11-18 07:06:28,11/2010
68786,54259,88738,based on a book,1251006313,2009-08-23 05:45:13,08/2009
68798,54286,88738,based on a book,1212115999,2008-05-30 02:53:19,05/2008
68815,54997,88738,based on a book,1420191757,2015-01-02 09:42:37,01/2015
68818,55052,88738,based on a book,1246494135,2009-07-02 00:22:15,07/2009
68825,55247,88738,based on a book,1197808785,2007-12-16 12:39:45,12/2007
68839,55290,88738,based on a book,1245290527,2009-06-18 02:02:07,06/2009
68846,55442,88738,comic book,1246580564,2009-07-03 00:22:44,07/2009
68863,55820,88738,based on a book,1297343267,2011-02-10 13:07:47,02/2011
68888,56145,88738,based on a book,1209786246,2008-05-03 03:44:06,05/2008
68903,56171,88738,based on a book,1263926555,2010-01-19 18:42:35,01/2010
68913,56174,88738,based on a book,1197890384,2007-12-17 11:19:44,12/2007
68942,56782,88738,based on a book,1244927759,2009-06-13 21:15:59,06/2009
68958,57640,88738,comic book,1246580682,2009-07-03 00:24:42,07/2009
68969,58025,88738,based on a book,1206316846,2008-03-24 00:00:46,03/2008
68995,58803,88738,based on a book,1246577796,2009-07-02 23:36:36,07/2009
69029,59501,88738,based on a book,1211422650,2008-05-22 02:17:30,05/2008
69047,60040,88738,comic book,1246579196,2009-07-02 23:59:56,07/2009
69063,60072,88738,comic book,1246580224,2009-07-03 00:17:04,07/2009
69078,60684,88738,comic book,1236586950,2009-03-09 08:22:30,03/2009
69106,61240,88738,based on a book,1246444469,2009-07-01 10:34:29,07/2009
69127,63082,88738,based on a book,1229285160,2008-12-14 20:06:00,12/2008
69163,63992,88738,based on a book,1285320853,2010-09-24 09:34:13,09/2010
69194,64957,88738,based on a book,1369992349,2013-05-31 09:25:49,05/2013
69200,66097,88738,based on a book,1317279474,2011-09-29 06:57:54,09/2011
69214,67255,88738,based on a book,1251952735,2009-09-03 04:38:55,09/2009
69235,68319,88738,comic book,1246578385,2009-07-02 23:46:25,07/2009
69253,68554,88738,based on a book,1264414446,2010-01-25 10:14:06,01/2010
69281,69526,88738,comic book,1246580288,2009-07-03 00:18:08,07/2009
69287,69844,88738,based on a book,1247800328,2009-07-17 03:12:08,07/2009
69316,72011,88738,based on a book,1256840258,2009-10-29 18:17:38,10/2009
69317,72226,88738,based on a book,1257564072,2009-11-07 03:21:12,11/2009
69324,72641,88738,based on a book,1259301179,2009-11-27 05:52:59,11/2009
69340,73017,88738,based on a book,1296555292,2011-02-01 10:14:52,02/2011
69341,73017,88738,comic book,1310551956,2011-07-13 10:12:36,07/2011
69346,73321,88738,books,1412601381,2014-10-06 13:16:21,10/2014
69352,74789,88738,based on a book,1267926195,2010-03-07 01:43:15,03/2010
69356,76093,88738,based on a book,1310510066,2011-07-12 22:34:26,07/2011
69373,77561,88738,comic book,1273370380,2010-05-09 01:59:40,05/2010
69409,80489,88738,based on a book,1349159248,2012-10-02 06:27:28,10/2012
69441,81834,88738,based on a book,1290064042,2010-11-18 07:07:22,11/2010
69452,81847,88738,based on a book,1369992321,2013-05-31 09:25:21,05/2013
69471,84152,88738,based on a book,1379238492,2013-09-15 09:48:12,09/2013
69474,84954,88738,based on a book,1369992284,2013-05-31 09:24:44,05/2013
69485,86332,88738,comic book,1348026947,2012-09-19 03:55:47,09/2012
69498,87232,88738,comic book,1307075612,2011-06-03 04:33:32,06/2011
69508,88125,88738,based on a book,1310544541,2011-07-13 08:09:01,07/2011
69519,88140,88738,comic book,1310748489,2011-07-15 16:48:09,07/2011
69529,88810,88738,based on a book,1313177257,2011-08-12 19:27:37,08/2011
69538,89745,88738,comic book,1316677933,2011-09-22 07:52:13,09/2011
69548,90866,88738,based on a book,1320830800,2011-11-09 09:26:40,11/2011
69555,91500,88738,based on a book,1323127458,2011-12-05 23:24:18,12/2011
69562,91529,88738,comic book,1344164863,2012-08-05 11:07:43,08/2012
69573,91658,88738,based on a book,1323947973,2011-12-15 11:19:33,12/2011
69593,95510,88738,comic book,1344404283,2012-08-08 05:38:03,08/2012
69613,97752,88738,based on a book,1351237415,2012-10-26 07:43:35,10/2012
69624,97938,88738,based on a book,1351931035,2012-11-03 08:23:55,11/2012
69633,98809,88738,based on a book,1355228537,2012-12-11 12:22:17,12/2012
69645,102125,88738,comic book,1376731441,2013-08-17 09:24:01,08/2013
69658,106487,88738,based on a book,1385089297,2013-11-22 03:01:37,11/2013
69660,106489,88738,based on a book,1387449238,2013-12-19 10:33:58,12/2013
69665,106782,88738,based on a book,1386045733,2013-12-03 04:42:13,12/2013
69692,111759,88738,based on a book,1410543597,2014-09-12 17:39:57,09/2014
69695,112556,88738,based on a book,1417148445,2014-11-28 04:20:45,11/2014
69715,153,26867,comic book,1140403745,2006-02-20 02:49:05,02/2006
69733,592,26867,comic book,1140403419,2006-02-20 02:43:39,02/2006
69837,367,86768,comic book,1137204453,2006-01-14 02:07:33,01/2006
69922,1193,86768,book,1148966942,2006-05-30 05:29:02,05/2006
70335,33794,86768,comic book,1241658688,2009-05-07 01:11:28,05/2009
70385,44191,86768,comic book,1142869518,2006-03-20 15:45:18,03/2006
70393,46530,86768,comic book,1152097344,2006-07-05 11:02:24,07/2006
70458,52722,86768,comic book,1178930433,2007-05-12 00:40:33,05/2007
70459,52722,86768,Comic Book adaption,1178930446,2007-05-12 00:40:46,05/2007
70525,88140,86768,comic book,1311449310,2011-07-23 19:28:30,07/2011
70599,318,15324,based on a book,1273243351,2010-05-07 14:42:31,05/2010
70617,593,15324,based on a book,1272007744,2010-04-23 07:29:04,04/2010
70618,593,15324,based on book,1272007741,2010-04-23 07:29:01,04/2010
70673,4148,15324,based on a book,1272096075,2010-04-24 08:01:15,04/2010
71841,173,130517,comic book,1149146441,2006-06-01 07:20:41,06/2006
71866,592,130517,comic book,1149146221,2006-06-01 07:17:01,06/2006
71976,2021,130517,massacred the book,1149148483,2006-06-01 07:54:43,06/2006
71997,2450,130517,comic book,1149148170,2006-06-01 07:49:30,06/2006
72026,2916,130517,massacred the book,1149148762,2006-06-01 07:59:22,06/2006
72055,3638,130517,massacred the book,1149146517,2006-06-01 07:21:57,06/2006
72090,6534,130517,comic book,1149147296,2006-06-01 07:34:56,06/2006
72093,6541,130517,comic book,1149147844,2006-06-01 07:44:04,06/2006
72112,367,128224,comic book,1161030088,2006-10-16 20:21:28,10/2006
72389,17,7880,based on a book,1137500446,2006-01-17 12:20:46,01/2006
72420,837,7880,based on a book,1137500360,2006-01-17 12:19:20,01/2006
72422,838,7880,based on a book,1137502365,2006-01-17 12:52:45,01/2006
72529,2424,7880,bookshop,1137764826,2006-01-20 13:47:06,01/2006
72565,4995,7880,based on a book,1138263500,2006-01-26 08:18:20,01/2006
73115,2729,52762,based on a book,1300660386,2011-03-20 22:33:06,03/2011
73333,318,12271,based on a book,1175439881,2007-04-01 15:04:41,04/2007
73344,581,12271,based on a book,1165444709,2006-12-06 22:38:29,12/2006
73455,2093,12271,Based on a book,1165618694,2006-12-08 22:58:14,12/2006
73573,51662,12271,Based on a comic book,1175439794,2007-04-01 15:03:14,04/2007
73578,52722,12271,Comic Book adaption,1177930870,2007-04-30 11:01:10,04/2007
